authorization_country,vtm_name,samv2_amp_id,medicinal_product_name,company,amppname,cnk_pub,cti_ext,abbrevname,name_abbrev_fr,packdisplayvalue,espc_nl,espc_fr,marketingauthorisationholder,distributor,basis_substance,substance_modifier,formname,edqmform,edqmid,snomedid,abbrform_nl,abbrform_fr,manufactureddoseform,adm_doseform,roa_nl,roa_en,edqm_roa_nl,edqm_roa_id,baseofstrength,strenght_nominator_value_low_limit,strength_nominator_unit,strenght_nominator_value_high_limit,strengthunitucum,strenght_denominator_value_low_limit,strength_denominator_unit,strengthdenomunitucum,atc,ddd,ddu,dddpropackage,vmp_name,vmpgroupname
BEL,amoxicilline,14777,Amoxicilline EG disp. tabl. (deelb.) 1 g,EG,Amoxicilline EG disp. tabl. (deelb.) 24 x 1 g,4247730,568071-08,Amoxicilline EG disp. tabl. (deelb.) 24x 1g,Amoxicilline EG compr. disp. (séc.) 24x 1g,24,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE568071&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE568071&leafletType=rcp,SAM2,SAM2,amoxicilline,,dispergeerbare tablet,Dispergeerbare tablet,10121000,SAM2,# disp. tabl.,compr. disp. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,1,g,NULL,g,NULL,NULL,NULL,NULL,NULL,NULL,,amoxicilline 1 g dispergeerbare tablet (or.),amoxicilline oraal 1 g
BEL,amoxicilline,14777,Amoxicilline EG disp. tabl. (deelb.) 1 g,EG,Amoxicilline EG disp. tabl. (deelb.) 8 x 1 g,4247714,568071-23,Amoxicilline EG disp. tabl. (deelb.) 8x 1g,Amoxicilline EG compr. disp. (séc.) 8x 1g,8,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE568071&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE568071&leafletType=rcp,SAM2,SAM2,amoxicilline,,dispergeerbare tablet,Dispergeerbare tablet,10121000,SAM2,# disp. tabl.,compr. disp. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,1,g,NULL,g,NULL,NULL,NULL,NULL,NULL,NULL,,amoxicilline 1 g dispergeerbare tablet (or.),amoxicilline oraal 1 g
BEL,diclofenac,14769,Kinespir transderm. lok. gel Forte 20 mg / 1 g,Teva,Kinespir transderm. lok. gel Forte 100 g 20 mg / 1 g,4232369,567422-04,Kinespir transderm. lok. gel Forte 100g 20mg/1g,Kinespir gel transderm. local Forte 100g 20mg/1g,NULL,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE567422&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE567422&leafletType=rcp,SAM2,SAM2,diclofenac,,gel voor transdermaal lokaal gebruik,Gel voor transdermaal gebruik,10546250,SAM2,# gel,gel #,?,?,transdermaal lokaal gebruik,NULL,NULL,NULL,,20,mg,NULL,mg,1,g,g,NULL,NULL,NULL,,diclofenac natrium onder de vorm van diethylaminediclofenac 20 mg / 1 g gel (transderm. lok.),diclofenac natrium gel transdermaal lokaal 20 mg / 1 g
BEL,diclofenac,14769,Kinespir transderm. lok. gel Forte 20 mg / 1 g,Teva,Kinespir transderm. lok. gel Forte 150 g 20 mg / 1 g,4232351,567422-05,Kinespir transderm. lok. gel Forte 150g 20mg/1g,Kinespir gel transderm. local Forte 150g 20mg/1g,NULL,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE567422&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE567422&leafletType=rcp,SAM2,SAM2,diclofenac,,gel voor transdermaal lokaal gebruik,Gel voor transdermaal gebruik,10546250,SAM2,# gel,gel #,?,?,transdermaal lokaal gebruik,NULL,NULL,NULL,,20,mg,NULL,mg,1,g,g,NULL,NULL,NULL,,diclofenac natrium onder de vorm van diethylaminediclofenac 20 mg / 1 g gel (transderm. lok.),diclofenac natrium gel transdermaal lokaal 20 mg / 1 g
BEL,diclofenac,14768,Kinespir transderm. lok. gel 10 mg / 1 g,Teva,Kinespir transderm. lok. gel 120 g 10 mg / 1 g,4232344,567413-05,Kinespir transderm. lok. gel 120g 10mg/1g,Kinespir gel transderm. local 120g 10mg/1g,NULL,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE567413&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE567413&leafletType=rcp,SAM2,SAM2,diclofenac,,gel voor transdermaal lokaal gebruik,Gel voor transdermaal gebruik,10546250,SAM2,# gel,gel #,?,?,transdermaal lokaal gebruik,NULL,NULL,NULL,,10,mg,NULL,mg,1,g,g,NULL,NULL,NULL,,diclofenac natrium onder de vorm van diethylaminediclofenac 10 mg / 1 g gel (transderm. lok.),diclofenac natrium gel transdermaal lokaal 10 mg / 1 g
BEL,diclofenac,14768,Kinespir transderm. lok. gel 10 mg / 1 g,Teva,Kinespir transderm. lok. gel 60 g 10 mg / 1 g,4232336,567413-03,Kinespir transderm. lok. gel 60g 10mg/1g,Kinespir gel transderm. local 60g 10mg/1g,NULL,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE567413&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE567413&leafletType=rcp,SAM2,SAM2,diclofenac,,gel voor transdermaal lokaal gebruik,Gel voor transdermaal gebruik,10546250,SAM2,# gel,gel #,?,?,transdermaal lokaal gebruik,NULL,NULL,NULL,,10,mg,NULL,mg,1,g,g,NULL,NULL,NULL,,diclofenac natrium onder de vorm van diethylaminediclofenac 10 mg / 1 g gel (transderm. lok.),diclofenac natrium gel transdermaal lokaal 10 mg / 1 g
BEL,trastuzumab,14760,Zercepac inf. oploss. conc. (pdr.) i.v. [flac.] 150 mg,Accord,Zercepac inf. oploss. conc. (pdr.) i.v. [flac.] 1 x 150 mg,4313037,567235-01,Zercepac inf. oploss. conc. (pdr.) i.v. [flac.] 1x 150mg,Zercepac sol. perf. à diluer (pdr) i.v. [flac.] 1x 150mg,1,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/20/1456/001&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/20/1456/001&leafletType=rcp,SAM2,SAM2,trastuzumab,,poeder voor concentraat voor oplossing voor infusie,Poeder voor concentraat voor oplossing voor infusie,50043000,SAM2,inf. oploss. conc. (pdr.) #,sol. perf. à diluer (pdr) #,?,?,intraveneus gebruik,intravenous use,Intraveneus gebruik,20045000,,150,mg,NULL,mg,NULL,NULL,NULL,NULL,NULL,NULL,,trastuzumab 150 mg poeder voor concentraat voor oplossing voor infusie (i.v.),trastuzumab infusie 150 mg
BEL,ibuprofen,14680,Nurofen (PIP) zachte caps. Fastcaps 400 mg,PI-Pharma,Nurofen (PIP) zachte caps. Fastcaps 20 x 400 mg,4235412,564942-03,Nurofen (PIP) zachte caps. Fastcaps 20x 400mg,Nurofen (PIP) caps. molle Fastcaps 20x 400mg,20,NULL,NULL,SAM2,SAM2,ibuprofen,,"capsule, zacht","Capsule, zacht",10211000,SAM2,# zachte caps.,caps. molle #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,400,mg,NULL,mg,NULL,NULL,NULL,NULL,NULL,NULL,,ibuprofen 400 mg capsule (or.),ibuprofen oraal 400 mg
BEL,ibuprofen,14680,Nurofen (PIP) zachte caps. Fastcaps 400 mg,PI-Pharma,Nurofen (PIP) zachte caps. Fastcaps 30 x 400 mg,4235446,564942-05,Nurofen (PIP) zachte caps. Fastcaps 30x 400mg,Nurofen (PIP) caps. molle Fastcaps 30x 400mg,30,NULL,NULL,SAM2,SAM2,ibuprofen,,"capsule, zacht","Capsule, zacht",10211000,SAM2,# zachte caps.,caps. molle #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,400,mg,NULL,mg,NULL,NULL,NULL,NULL,NULL,NULL,,ibuprofen 400 mg capsule (or.),ibuprofen oraal 400 mg
BEL,insuline lispro,14605,Lyumjev inj. oploss. i.v./s.c. [flac.] 100 E / 1 ml,Eli Lilly,Lyumjev inj. oploss. i.v./s.c. [flac.] 1 x 10 ml 100 E / 1 ml,4206108,559724-01,Lyumjev inj. oploss. i.v./s.c. [flac.] 1x10ml 100E/1ml,Lyumjev sol. inj. i.v./s.c. [flac.] 1x10ml 100U/1ml,1,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/20/1422/001&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/20/1422/001&leafletType=rcp,SAM2,SAM2,insuline lispro,,oplossing voor injectie,Oplossing voor injectie,11201000,SAM2,inj. oploss. #,sol. inj. #,?,?,intraveneus gebruik/subcutaan gebruik,intravenous use/subcutaneous use,Intraveneus gebruik/Subcutaan gebruik,20045000/20066000,,100,1,NULL,1,1,mL,mL,NULL,NULL,NULL,,insuline lispro 100 E / 1 ml oplossing voor injectie (i.v./s.c.),insuline lispro injectie 100 E / 1 ml (volw.)
BEL,insuline lispro,14604,Lyumjev inj. oploss. s.c. [patr.] 100 E / 1 ml,Eli Lilly,Lyumjev inj. oploss. s.c. [patr.] 5 x 3 ml 100 E / 1 ml,4206124,559760-01,Lyumjev inj. oploss. s.c. [patr.] 5x3ml 100E/1ml,Lyumjev sol. inj. s.c. [cart.] 5x3ml 100U/1ml,5,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/20/1422/005&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/20/1422/005&leafletType=rcp,SAM2,SAM2,insuline lispro,,oplossing voor injectie in een patroon,Oplossing voor injectie in een patroon,50060100,SAM2,inj. oploss. #,sol. inj. #,?,?,subcutaan gebruik,subcutaneous use,Subcutaan gebruik,20066000,,100,1,NULL,1,1,mL,mL,NULL,NULL,NULL,,insuline lispro 100 E / 1 ml oplossing voor injectie (s.c.) (volw.),insuline lispro injectie 100 E / 1 ml (volw.)
BEL,insuline lispro,14600,Lyumjev inj. oploss. s.c. KwikPen [voorgev. pen] 100 E / 1 ml,Eli Lilly,Lyumjev inj. oploss. s.c. KwikPen [voorgev. pen] 5 x 3 ml 100 E / 1 ml,4202701,559795-01,Lyumjev inj. oploss. s.c. KwikPen [voorgev. pen] 5x3ml 100E/1ml,Lyumjev sol. inj. s.c. KwikPen [stylo prérempli] 5x3ml 100U/1ml,5,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/20/1422/008&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/20/1422/008&leafletType=rcp,SAM2,SAM2,insuline lispro,,oplossing voor injectie in een voorgevulde pen,Oplossing voor injectie in een voorgevulde pen,50060200,SAM2,inj. oploss. #,sol. inj. #,?,?,subcutaan gebruik,subcutaneous use,Subcutaan gebruik,20066000,,100,1,NULL,1,1,mL,mL,NULL,NULL,NULL,,insuline lispro 100 E / 1 ml oplossing voor injectie (s.c.) (volw.),insuline lispro injectie 100 E / 1 ml (volw.)
BEL,insuline lispro,14599,Lyumjev inj. oploss. s.c. Junior KwikPen [voorgev. pen] 100 IE / 1 ml,Eli Lilly,Lyumjev inj. oploss. s.c. Junior KwikPen [voorgev. pen] 5 x 3 ml 100 IE / 1 ml,4206090,559822-01,Lyumjev inj. oploss. s.c. Junior KwikPen [voorgev. pen] 5x3ml 100IE/1ml,Lyumjev sol. inj. s.c. Junior KwikPen [stylo prérempli] 5x3ml 100UI/1ml,5,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/20/1422/011&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/20/1422/011&leafletType=rcp,SAM2,SAM2,insuline lispro,,oplossing voor injectie in een voorgevulde pen,Oplossing voor injectie in een voorgevulde pen,50060200,SAM2,inj. oploss. #,sol. inj. #,?,?,subcutaan gebruik,subcutaneous use,Subcutaan gebruik,20066000,,100,[iU],NULL,[iU],1,mL,mL,NULL,NULL,NULL,,insuline lispro 100 IE / 1 ml oplossing voor injectie (s.c.) (junior),insuline lispro injectie 100 IE / 1 ml (junior)
BEL,insuline lispro,14598,Lyumjev inj. oploss. s.c. KwikPen [voorgev. pen] 200 E / 1 ml,Eli Lilly,Lyumjev inj. oploss. s.c. KwikPen [voorgev. pen] 5 x 3 ml 200 E / 1 ml,4202693,559857-01,Lyumjev inj. oploss. s.c. KwikPen [voorgev. pen] 5x3ml 200E/1ml,Lyumjev sol. inj. s.c. KwikPen [stylo prérempli] 5x3ml 200U/1ml,5,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/20/1422/014&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/20/1422/014&leafletType=rcp,SAM2,SAM2,insuline lispro,,oplossing voor injectie in een voorgevulde pen,Oplossing voor injectie in een voorgevulde pen,50060200,SAM2,inj. oploss. #,sol. inj. #,?,?,subcutaan gebruik,subcutaneous use,Subcutaan gebruik,20066000,,200,1,NULL,1,1,mL,mL,NULL,NULL,NULL,,insuline lispro 200 E / 1 ml oplossing voor injectie (s.c.),insuline lispro injectie 200 E / 1 ml
BEL,insuline aspart,14569,Fiasp inj./inf. oploss. s.c. PumpCart [patr.] 100 E / 1 ml,Novo Nordisk,"Fiasp inj./inf. oploss. s.c. PumpCart [patr.] 5 x 1,6 ml 100 E / 1 ml",4219010,564782-01,"Fiasp inj./inf. oploss. s.c. PumpCart [patr.] 5x1,6ml 100E/1ml","Fiasp sol. inj./perf. s.c. PumpCart [cart.] 5x1,6ml 100U/1ml",5,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/16/1160/012&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/16/1160/012&leafletType=rcp,SAM2,SAM2,insuline aspart,,oplossing voor injectie/infusie,Oplossing voor injectie/infusie,50060000,SAM2,inj./inf. oploss. #,sol. inj./perf. #,?,?,subcutaan gebruik,subcutaneous use,Subcutaan gebruik,20066000,,100,1,NULL,1,1,mL,mL,NULL,NULL,NULL,,insuline aspart 100 E / 1 ml oplossing voor injectie/infusie (s.c.),insuline aspart injectie/infusie 100 E / 1 ml
BEL,ibuprofen,14538,Ibuprofen B. Braun inf. oploss. i.v. [flac.] 200 mg / 50 ml,B. Braun,Ibuprofen B. Braun inf. oploss. i.v. [flac.] 10 x 200 mg / 50 ml,4339867,557600-01,Ibuprofen B. Braun inf. oploss. i.v. [flac.] 10x 200mg/50ml,Ibuprofen B. Braun sol. perf. i.v. [flac.] 10x 200mg/50ml,10,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE557600&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE557600&leafletType=rcp,SAM2,SAM2,ibuprofen,,oplossing voor infusie,Oplossing voor infusie,11210000,SAM2,inf. oploss. #,sol. perf. #,?,?,intraveneus gebruik,intravenous use,Intraveneus gebruik,20045000,,200,mg,NULL,mg,50,mL,mL,NULL,NULL,NULL,,ibuprofen 200 mg / 50 ml oplossing voor infusie (i.v.),ibuprofen infusie 200 mg / 50 ml
BEL,trastuzumab,14239,Ogivri inf. oploss. conc. (pdr.) i.v. [flac.] 420 mg,Mylan EPD,Ogivri inf. oploss. conc. (pdr.) i.v. [flac.] 1 x 420 mg,3983202,552720-01,Ogivri inf. oploss. conc. (pdr.) i.v. [flac.] 1x 420mg,Ogivri sol. perf. à diluer (pdr) i.v. [flac.] 1x 420mg,1,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/18/1341/002&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/18/1341/002&leafletType=rcp,SAM2,SAM2,trastuzumab,,poeder voor concentraat voor oplossing voor infusie,Poeder voor concentraat voor oplossing voor infusie,50043000,SAM2,inf. oploss. conc. (pdr.) #,sol. perf. à diluer (pdr) #,?,?,intraveneus gebruik,intravenous use,Intraveneus gebruik,20045000,,420,mg,NULL,mg,NULL,NULL,NULL,NULL,NULL,NULL,,trastuzumab 420 mg poeder voor concentraat voor oplossing voor infusie (i.v.),trastuzumab infusie 420 mg
BEL,paracetamol,13683,Paracetamol EG bruistabl. (deelb.) 1 g,EG,Paracetamol EG bruistabl. (deelb.) 20 x 1 g,4159323,545733-07,Paracetamol EG bruistabl. (deelb.) 20x 1g,Paracetamol EG compr. efferv. (séc.) 20x 1g,20,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE545733&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE545733&leafletType=rcp,SAM2,SAM2,paracetamol,,bruistablet,Bruistablet,10222000,SAM2,# bruistabl.,compr. efferv. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,1,g,NULL,g,NULL,NULL,NULL,NULL,NULL,NULL,,paracetamol 1 g bruistablet (or.),paracetamol oraal 1 g
BEL,paracetamol,13683,Paracetamol EG bruistabl. (deelb.) 1 g,EG,Paracetamol EG bruistabl. (deelb.) 40 x 1 g,4159331,545733-03,Paracetamol EG bruistabl. (deelb.) 40x 1g,Paracetamol EG compr. efferv. (séc.) 40x 1g,40,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE545733&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE545733&leafletType=rcp,SAM2,SAM2,paracetamol,,bruistablet,Bruistablet,10222000,SAM2,# bruistabl.,compr. efferv. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,1,g,NULL,g,NULL,NULL,NULL,NULL,NULL,NULL,,paracetamol 1 g bruistablet (or.),paracetamol oraal 1 g
BEL,paracetamol,13682,Paracetamol EG bruistabl. (deelb.) 500 mg,EG,Paracetamol EG bruistabl. (deelb.) 20 x 500 mg,4159307,545724-08,Paracetamol EG bruistabl. (deelb.) 20x 500mg,Paracetamol EG compr. efferv. (séc.) 20x 500mg,20,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE545724&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE545724&leafletType=rcp,SAM2,SAM2,paracetamol,,bruistablet,Bruistablet,10222000,SAM2,# bruistabl.,compr. efferv. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,500,mg,NULL,mg,NULL,NULL,NULL,NULL,NULL,NULL,,paracetamol 500 mg bruistablet (or.),paracetamol oraal 500 mg
BEL,paracetamol,13682,Paracetamol EG bruistabl. (deelb.) 500 mg,EG,Paracetamol EG bruistabl. (deelb.) 40 x 500 mg,4159315,545724-09,Paracetamol EG bruistabl. (deelb.) 40x 500mg,Paracetamol EG compr. efferv. (séc.) 40x 500mg,40,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE545724&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE545724&leafletType=rcp,SAM2,SAM2,paracetamol,,bruistablet,Bruistablet,10222000,SAM2,# bruistabl.,compr. efferv. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,500,mg,NULL,mg,NULL,NULL,NULL,NULL,NULL,NULL,,paracetamol 500 mg bruistablet (or.),paracetamol oraal 500 mg
BEL,lidocaïne,13560,Ophtesic ocul. gel (unidose) [zonder bew.] 20 mg / 1 g,Horus,"Ophtesic ocul. gel (unidose) [zonder bew.] 20 x 3,5 g 20 mg / 1 g",4237152,543795-02,"Ophtesic ocul. gel (unidose) [zonder bew.] 20x3,5g 20mg/1g","Ophtesic gel (unidose) opht. [sans cons.] 20x3,5g 20mg/1g",20,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE543795&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE543795&leafletType=rcp,SAM2,SAM2,lidocaïne,,ooggel in verpakking voor éénmalig gebruik,Ooggel in verpakking voor éénmalig gebruik,50023300,SAM2,# gel (unidose),gel (unidose) #,?,?,oculair gebruik,ocular use,Oculair gebruik,20051000,,20,mg,NULL,mg,1,g,g,NULL,NULL,NULL,,lidocaïne hydrochloride 20 mg / 1 g gel (ocul.) (zonder bew.),lidocaïne gel oculair (zonder bew.) 20 mg / 1 g
BEL,insuline glargine,13536,Toujeo inj. oploss. s.c. DoubleStar [voorgev. pen] 300 E / 1 ml,Sanofi Belgium,Toujeo inj. oploss. s.c. DoubleStar [voorgev. pen] 3 x 3 ml 300 E / 1 ml,3954765,543404-01,Toujeo inj. oploss. s.c. DoubleStar [voorgev. pen] 3x3ml 300E/1ml,Toujeo sol. inj. s.c. DoubleStar [stylo prérempli] 3x3ml 300U/1ml,3,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/00/133/038&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/00/133/038&leafletType=rcp,SAM2,SAM2,insuline glargine,,oplossing voor injectie in een voorgevulde pen,Oplossing voor injectie in een voorgevulde pen,50060200,SAM2,inj. oploss. #,sol. inj. #,?,?,subcutaan gebruik,subcutaneous use,Subcutaan gebruik,20066000,,300,1,NULL,1,1,mL,mL,A10AE04,40,U,,insuline glargine 300 E / 1 ml oplossing voor injectie (s.c.),insuline glargine injectie 300 E / 1 ml
BEL,trastuzumab,13523,Herzuma inf. oploss. conc. (pdr.) i.v. [flac.] 420 mg,Mundipharma,Herzuma inf. oploss. conc. (pdr.) i.v. [flac.] 1 x 420 mg,3872900,543360-01,Herzuma inf. oploss. conc. (pdr.) i.v. [flac.] 1x 420mg,Herzuma sol. perf. à diluer (pdr) i.v. [flac.] 1x 420mg,1,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/17/1257/002&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/17/1257/002&leafletType=rcp,SAM2,SAM2,trastuzumab,,poeder voor concentraat voor oplossing voor infusie,Poeder voor concentraat voor oplossing voor infusie,50043000,SAM2,inf. oploss. conc. (pdr.) #,sol. perf. à diluer (pdr) #,?,?,intraveneus gebruik,intravenous use,Intraveneus gebruik,20045000,,420,mg,NULL,mg,NULL,NULL,NULL,L01XC03,NULL,NULL,,trastuzumab 420 mg poeder voor concentraat voor oplossing voor infusie (i.v.),trastuzumab infusie 420 mg
BEL,diclofenac,13480,Diclofenac Patch AB transderm. lok. medic. pleister 140 mg (14 x 10 cm),Aurobindo,Diclofenac Patch AB transderm. lok. medic. pleister 10 x 140 mg (14 x 10 cm),4239844,541715-02,Diclofenac Patch AB transderm. lok. medic. pleister 10x 140mg (14x10cm),Diclofenac Patch AB emplâtre médic. transderm. local 10x 140mg (14x10cm),10,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE541715&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE541715&leafletType=rcp,SAM2,SAM2,diclofenac,,medicinale pleister voor transdermaal lokaal gebruik,Medicinale pleister,10506000,SAM2,# medic. pleister,emplâtre médic. #,?,?,transdermaal lokaal gebruik,NULL,NULL,NULL,,140,mg,NULL,mg,NULL,NULL,NULL,NULL,NULL,NULL,,diclofenac natrium onder de vorm van epolaminediclofenac 140 mg pleister (transderm. lok.),diclofenac pleister transdermaal lokaal 140 mg
BEL,diclofenac,13480,Diclofenac Patch AB transderm. lok. medic. pleister 140 mg (14 x 10 cm),Aurobindo,Diclofenac Patch AB transderm. lok. medic. pleister 10 x 140 mg (14 x 10 cm),4239844,541715-02,Diclofenac Patch AB transderm. lok. medic. pleister 10x 140mg (14x10cm),Diclofenac Patch AB emplâtre médic. transderm. local 10x 140mg (14x10cm),10,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE541715&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE541715&leafletType=rcp,SAM2,SAM2,aluminium,,medicinale pleister voor transdermaal lokaal gebruik,Medicinale pleister,10506000,SAM2,# medic. pleister,emplâtre médic. #,?,?,transdermaal lokaal gebruik,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,diclofenac natrium onder de vorm van epolaminediclofenac 140 mg pleister (transderm. lok.),diclofenac pleister transdermaal lokaal 140 mg
BEL,diclofenac,13480,Diclofenac Patch AB transderm. lok. medic. pleister 140 mg (14 x 10 cm),Aurobindo,Diclofenac Patch AB transderm. lok. medic. pleister 5 x 140 mg (14 x 10 cm),4239836,541715-01,Diclofenac Patch AB transderm. lok. medic. pleister 5x 140mg (14x10cm),Diclofenac Patch AB emplâtre médic. transderm. local 5x 140mg (14x10cm),5,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE541715&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE541715&leafletType=rcp,SAM2,SAM2,diclofenac,,medicinale pleister voor transdermaal lokaal gebruik,Medicinale pleister,10506000,SAM2,# medic. pleister,emplâtre médic. #,?,?,transdermaal lokaal gebruik,NULL,NULL,NULL,,140,mg,NULL,mg,NULL,NULL,NULL,NULL,NULL,NULL,,diclofenac natrium onder de vorm van epolaminediclofenac 140 mg pleister (transderm. lok.),diclofenac pleister transdermaal lokaal 140 mg
BEL,diclofenac,13480,Diclofenac Patch AB transderm. lok. medic. pleister 140 mg (14 x 10 cm),Aurobindo,Diclofenac Patch AB transderm. lok. medic. pleister 5 x 140 mg (14 x 10 cm),4239836,541715-01,Diclofenac Patch AB transderm. lok. medic. pleister 5x 140mg (14x10cm),Diclofenac Patch AB emplâtre médic. transderm. local 5x 140mg (14x10cm),5,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE541715&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE541715&leafletType=rcp,SAM2,SAM2,aluminium,,medicinale pleister voor transdermaal lokaal gebruik,Medicinale pleister,10506000,SAM2,# medic. pleister,emplâtre médic. #,?,?,transdermaal lokaal gebruik,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,diclofenac natrium onder de vorm van epolaminediclofenac 140 mg pleister (transderm. lok.),diclofenac pleister transdermaal lokaal 140 mg
BEL,paracetamol,13463,Paracetamol ParaCare bruistabl. 500 mg,Accord,Paracetamol ParaCare bruistabl. 40 x 500 mg,4262796,541333-08,Paracetamol ParaCare bruistabl. 40x 500mg,Paracetamol ParaCare compr. efferv. 40x 500mg,40,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE541333&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE541333&leafletType=rcp,SAM2,SAM2,paracetamol,,bruistablet,Bruistablet,10222000,SAM2,# bruistabl.,compr. efferv. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,500,mg,NULL,mg,NULL,NULL,NULL,NULL,NULL,NULL,,paracetamol 500 mg bruistablet (or.),paracetamol oraal 500 mg
