Priorità,Country,Problema,Codice Gruppo Equivalenza,Generici_Prontuario_NewPrezziRi.Codice gruppo equivalenza,ATC,"Codice AIC - LocalMppid",Principio Attivo,Generici_Prontuario_NewPrezziRi.Principio attivo,Metri cubi ossigeno ,Descrizione Gruppo Equivalenza,Denominazione e Confezione,Generici_Prontuario_NewPrezziRi.Farmaco,Medicinal Product Name,Titolare AIC,Generici_Prontuario_NewPrezziRi.Ditta,Generici_Prontuario_NewPrezziRi.Confezione di riferimento,Generici_Prontuario_NewPrezziRi.Confezione,Package 1 (outer container) (EDQM Code),Package 1 (outer container) (EDQM Label),Dose form (EDQM Code),Dose form (EDQM Label),Unit of Presentation 1 (EDQM Code),Unit of Presentation 1 (EDQM Label),Unit of Presentation 1 (EDQM Label),Package Size,Unit of Measure 1 (UCUM),Package 2 (inner container) (EDQM Code),Package 2 (inner container) (EDQM Label),Unit of Presentation 2 (EDQM Code),Unit of Presentation 2 (EDQM Label),Quantity 2,Unit of Measure 2 (UCUM),Route of Administration (EDQM Code),Route of Administration (EDQM Label),Substance 1 (SMS code),Substance 1 (SMS Label),Active Ingredient 1 Numerator Quantity,Active Ingredient 1 Numerator Unit of Mesurement (UCUM),Active Ingredient 1 Denominator Quantity,Active Ingredient 1 Denominator Unit of Mesurement (UCUM),Substance 2 (SMS code),Substance 2 (SMS Label),Active Ingredient 2 Numerator Quantity,Active Ingredient 2 Numerator Unit of Mesurement (UCUM),Active Ingredient 2 Denominator Quantity,Active Ingredient 2 Denominator Unit of Mesurement (UCUM),Active Ingredient 3 (SMS code),Active Ingredient 3 (SMS Label),Active Ingredient 3 Numerator Quantity,Active Ingredient 3 Numerator Unit of Mesurement (UCUM),Active Ingredient 3 Denominator Quantity,Active Ingredient 3 Denominator Unit of Mesurement (UCUM),X=in lista di trasparenza Aifa 15/12/2021,Solo in lista di Regione:,Generici_Prontuario_NewPrezziRi.Nota
1,Italy,,02A,02A,A07EC02,34462022,Mesalazina,Mesalazina,,MESALAZINA 800MG 24 UNITA' USO ORALE,MESALAZINA*24 cpr gastrores 800 mg,MESALAZINA,MESALAZINA,TEVA ITALIA Srl,TEVA ITALIA S.R.L.,24 UNITA' 800 MG - USO ORALE,"""800 MG COMPRESSE GASTRORESISTENTI"" 24 COMPRESSE GASTRORESISTENTI",30009000,Box,10225000,Gastro-resistant tablet,15054000,tablet,tablet,24,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,800,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02A,02A,A07EC02,29480050,Mesalazina,Mesalazina,,MESALAZINA 800MG 24 UNITA' USO ORALE,MESALAZINA*24 cpr gastrores 800 mg,MESALAZINA EG,MESALAZINA EG,EG SpA,EG S.P.A.,24 UNITA' 800 MG - USO ORALE,"""800 MG COMPRESSE GASTRORESISTENTI "" 24 COMPRESSE GASTRORESISTENTI",30009000,Box,10225000,Gastro-resistant tablet,15054000,tablet,tablet,24,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,800,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02B,02B,A07EC02,34254019,Mesalazina,Mesalazina,,MESALAZINA 400MG 50 UNITA' USO ORALE,ARGONAL*50 cpr gastrores 400 mg,ARGONAL,ARGONAL,DOMPE' FARMACEUTICI SpA,DOMPE` FARMACEUTICI S.P.A.,50 UNITA' 400 MG - USO ORALE,"""400 MG COMPRESSE GASTRORESISTENTI"" 50 COMPRESSE GASTRORESISTENTI",30009000,Box,10225000,Gastro-resistant tablet,15054000,tablet,tablet,50,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,400,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02B,02B,A07EC02,26416255,Mesalazina,Mesalazina,,MESALAZINA 400MG 50 UNITA' USO ORALE,ASACOL*50 cps 400 mg rilascio modificato,ASACOL,ASACOL,GIULIANI SpA,GIULIANI S.P.A.,50 UNITA' 400 MG - USO ORALE,"""400 MG CAPSULE A RILASCIO MODIFICATO"" 50 CAPSULE A RILASCIO MODIFICATO",30009000,Box,12100,Capsule,15012000,capsule,capsule,50,{Capsule},,,,,,,20053000,Oral Use,100000091953,Mesalazine,400,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02B,02B,A07EC02,34462010,Mesalazina,Mesalazina,,MESALAZINA 400MG 50 UNITA' USO ORALE,MESALAZINA*50 cpr gastrores 400 mg,MESALAZINA,MESALAZINA,TEVA ITALIA Srl,TEVA ITALIA S.R.L.,50 UNITA' 400 MG - USO ORALE,"""400 MG COMPRESSE GASTRORESISTENTI"" 50 COMPRESSE GASTRORESISTENTI",30009000,Box,10225000,Gastro-resistant tablet,15054000,tablet,tablet,50,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,400,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02D,02D,A07EC02,34254058,Mesalazina,Mesalazina,,MESALAZINA 500MG 20 UNITA' USO RETTALE,ARGONAL*20 supp 500 mg,ARGONAL,ARGONAL,DOMPE' FARMACEUTICI SpA,DOMPE` FARMACEUTICI S.P.A.,20 UNITA' 500 MG - USO RETTALE,"""500 MG SUPPOSTE"" 20 SUPPOSTE",30009000,Box,11013000,Suppository,15051000,Suppository,Suppository,20,{Suppository},,,,,,,20061000,Rectal Use,100000091953,Mesalazine,500,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02D,02D,A07EC02,26416139,Mesalazina,Mesalazina,,MESALAZINA 500MG 20 UNITA' USO RETTALE,ASACOL*20 supp 500 mg,ASACOL,ASACOL,GIULIANI SpA,GIULIANI S.P.A.,20 UNITA' 500 MG - USO RETTALE,"""500 MG SUPPOSTE"" 20 SUPPOSTE",30009000,Box,11013000,Suppository,15051000,Suppository,Suppository,20,{Suppository},,,,,,,20061000,Rectal Use,100000091953,Mesalazine,500,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02D,02D,A07EC02,34298051,Mesalazina,Mesalazina,,MESALAZINA 500MG 20 UNITA' USO RETTALE,ASAMAX*20 supp 500 mg,ASAMAX,ASAMAX,CA.DI.GROUP Srl,CA.DI.GROUP S.P.A.,20 UNITA' 500 MG - USO RETTALE,"""500 MG SUPPOSTE"" 20 SUPPOSTE",30009000,Box,11013000,Suppository,15051000,Suppository,Suppository,20,{Suppository},,,,,,,20061000,Rectal Use,100000091953,Mesalazine,500,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02D,02D,A07EC02,26925154,Mesalazina,Mesalazina,,MESALAZINA 500MG 20 UNITA' USO RETTALE,PENTACOL*20 supp 500 mg,PENTACOL,PENTACOL,SOFAR SpA,SOFAR S.P.A.,20 UNITA' 500 MG - USO RETTALE,"""500 MG SUPPOSTE"" 20 SUPPOSTE",30009000,Box,11013000,Suppository,15051000,Suppository,Suppository,20,{Suppository},,,,,,,20061000,Rectal Use,100000091953,Mesalazine,500,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02G,02G,A07EC02,27308016,Mesalazina,Mesalazina,,MESALAZINA 500MG 50 UNITA' USO ORALE,CLAVERSAL*50 cpr riv 500 mg,CLAVERSAL,CLAVERSAL,TEOFARMA Srl,TEOFARMA S.R.L.,50 UNITA' 500 MG - USO ORALE,"""500 MG COMPRESSE RIVESTITE"" 50 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,50,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,500,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02G,02G,A07EC02,33081011,Mesalazina,Mesalazina,,MESALAZINA 500MG 50 UNITA' USO ORALE,MESAFLOR*50 cpr riv 500 mg,MESAFLOR,MESAFLOR,DYMALIFE PHARMACEUTICAL Srl,DYMALIFE PHARMACEUTICAL S.R.L.,50 UNITA' 500 MG - USO ORALE,"""500 MG COMPRESSE RIVESTITE"" 50 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,50,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,500,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02G,02G,A07EC02,34836015,Mesalazina,Mesalazina,,MESALAZINA 500MG 50 UNITA' USO ORALE,MESALAZINA*50 cpr riv 500 mg,MESALAZINA,MESALAZINA,SANDOZ SpA,SANDOZ S.P.A.,50 UNITA' 500 MG - USO ORALE,"""500 MG COMPRESSE RIVESTITE"" BLISTER 50 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,50,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,500,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02G,,A07EC02,35356017,Mesalazina,,,MESALAZINA 500MG 50 UNITA' USO ORALE,ASAVIXIN*50 cpr riv 500 mg,ASAVIXIN,ASAVIXIN,MEDA PHARMA SpA,,,,30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,50,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,500,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02H,02H,A07EC02,34254060,Mesalazina,Mesalazina,,MESALAZINA 800MG 60 UNITA' USO ORALE,ARGONAL*60 cpr gastrores 800 mg,ARGONAL,ARGONAL,DOMPE' FARMACEUTICI SpA,DOMPE' FARMACEUTICI S.P.A.,60 UNITA' 800 MG - USO ORALE,"""800 MG COMPRESSE GASTRORESISTENTI"" 60 COMPRESSE IN BLISTER PVC/AL",30009000,Box,10225000,Gastro-resistant tablet,15054000,tablet,tablet,60,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,800,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02H,02H,A07EC02,26416317,Mesalazina,Mesalazina,,MESALAZINA 800MG 60 UNITA' USO ORALE,ASACOL*60 cpr gastrores 800 mg,ASACOL,ASACOL,GIULIANI SpA,GIULIANI S.P.A.,60 UNITA' 800 MG - USO ORALE,"""800 MG COMPRESSE GASTRORESISTENTI"" 60 COMPRESSE",30009000,Box,10225000,Gastro-resistant tablet,15054000,tablet,tablet,60,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,800,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02H,02H,A07EC02,27122124,Mesalazina,Mesalazina,,MESALAZINA 800MG 60 UNITA' USO ORALE,ASALEX*60 cpr gastrores 800 mg rilascio modificato,ASALEX,ASALEX,CHIESI FARMACEUTICI SpA,CHIESI FARMACEUTICI S.P.A.,60 UNITA' 800 MG - USO ORALE,"""800 MG COMPRESSE GASTRORESISTENTI A RILASCIO MODIFICATO"" 60 COMPRESSE",30009000,Box,10225000,Gastro-resistant tablet,15054000,tablet,tablet,60,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,800,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02H,02H,A07EC02,35386061,Mesalazina,Mesalazina,,MESALAZINA 800MG 60 UNITA' USO ORALE,MESALAZINA*60 cpr gastrores 800 mg,MESALAZINA DOC,MESALAZINA DOC,AUROBINDO PHARMA ITALIA Srl,DOC GENERICI S.R.L.,60 UNITA' 800 MG - USO ORALE,"""800 MG COMPRESSE GASTRORESISTENTI"" 60 COMPRESSE",30009000,Box,10225000,Gastro-resistant tablet,15054000,tablet,tablet,60,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,800,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02H,02H,A07EC02,34462073,Mesalazina,Mesalazina,,MESALAZINA 800MG 60 UNITA' USO ORALE,MESALAZINA*60 cpr gastrores 800 mg,MESALAZINA DOROM,MESALAZINA DOROM,TEVA ITALIA Srl,TEVA ITALIA S.R.L.,60 UNITA' 800 MG - USO ORALE,"""800 MG COMPRESSE GASTRORESISTENTI"" 60 COMPRESSE IN BLISTER PVC/AL",30009000,Box,10225000,Gastro-resistant tablet,15054000,tablet,tablet,60,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,800,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02H,02H,A07EC02,29480086,Mesalazina,Mesalazina,,MESALAZINA 800MG 60 UNITA' USO ORALE,MESALAZINA*60 cpr gastrores 800 mg,MESALAZINA EG,MESALAZINA EG,EG SpA,EG S.P.A.,60 UNITA' 800 MG - USO ORALE,"""800 MG COMPRESSE GASTRORESISTENTI"" 60 COMPRESSE IN BLISTER PVC/AL",30009000,Box,10225000,Gastro-resistant tablet,15054000,tablet,tablet,60,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,800,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02H,02H,A07EC02,33529064,Mesalazina,Mesalazina,,MESALAZINA 800MG 60 UNITA' USO ORALE,MESALAZINA*60 cpr gastrores 800 mg,MESALAZINA MYLAN GENERICS,MESALAZINA MYLAN GENERICS,MYLAN SpA,MYLAN S.P.A.,60 UNITA' 800 MG - USO ORALE,"""800 MG COMPRESSE GASTRORESISTENTI"" 60 COMPRESSE",30009000,Box,10225000,Gastro-resistant tablet,15054000,tablet,tablet,60,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,800,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02H,02H,A07EC02,26925053,Mesalazina,Mesalazina,,MESALAZINA 800MG 60 UNITA' USO ORALE,PENTACOL 800*60 cpr gastrores 800 mg rilascio modificato,PENTACOL,PENTACOL,SOFAR SpA,SOFAR S.P.A.,60 UNITA' 800 MG - USO ORALE,"""800 MG COMPRESSE GASTRORESISTENTI A RILASCIO MODIFICATO"" 60 COMPRESSE",30009000,Box,10225000,Gastro-resistant tablet,15054000,tablet,tablet,60,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,800,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02I,02I,A07EC02,26416305,Mesalazina,Mesalazina,,MESALAZINA 1.000MG 28 UNITA' USO RETTALE,ASACOL*28 supp 1 g,ASACOL,ASACOL,GIULIANI SpA,GIULIANI S.P.A.,28 UNITA' 1 G - USO RETTALE,"""1 G SUPPOSTE"" 28 SUPPOSTE",30009000,Box,11013000,Suppository,15051000,Suppository,Suppository,28,{Suppository},,,,,,,20061000,Rectal Use,100000091953,Mesalazine,1000,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02I,02I,A07EC02,27130069,Mesalazina,Mesalazina,,MESALAZINA 1.000MG 28 UNITA' USO RETTALE,PENTASA*28 supp 1 g,PENTASA,PENTASA,FERRING SpA,FERRING S.P.A.,28 UNITA' 1 G - USO RETTALE,"""1 G SUPPOSTE"" 28 SUPPOSTE",30009000,Box,11013000,Suppository,15051000,Suppository,Suppository,28,{Suppository},,,,,,,20061000,Rectal Use,100000091953,Mesalazine,1000,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02J,,A07EC02,27130071,Mesalazina,,,MESALAZINA 500MG 50 UNITA' USO ORALE RM,PENTASA*50 cpr 500 mg rilascio modificato,PENTASA,PENTASA,FERRING SpA,,,,30009000,Box,10227000,Modified-release tablet,15054000,tablet,tablet,50,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,500,mg,1,1,,,,,,,,,,,,,,,
1,Italy,,02L,02L,A07EC02,26416329,Mesalazina,Mesalazina,,MESALAZINA 400MG 60 UNITA' USO ORALE,ASACOL*60 cpr gastrores 400 mg,ASACOL,ASACOL,GIULIANI SpA,GIULIANI S.P.A.,60 UNITA' 400 MG - USO ORALE,"""400 MG COMPRESSE GASTRORESISTENTI"" 60 COMPRESSE",30009000,Box,10225000,Gastro-resistant tablet,15054000,tablet,tablet,60,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,400,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02L,02L,A07EC02,34462061,Mesalazina,Mesalazina,,MESALAZINA 400MG 60 UNITA' USO ORALE,MESALAZINA*60 cpr gastrores 400 mg,MESALAZINA DOROM,MESALAZINA DOROM,TEVA ITALIA Srl,TEVA ITALIA S.R.L.,60 UNITA' 400 MG - USO ORALE,"""400 MG COMPRESSE GASTRORESISTENTI"" 60 COMPRESSE IN BLISTER PVC/AL",30009000,Box,10225000,Gastro-resistant tablet,15054000,tablet,tablet,60,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,400,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02L,02L,A07EC02,33529052,Mesalazina,Mesalazina,,MESALAZINA 400MG 60 UNITA' USO ORALE,MESALAZINA*60 cpr gastrores 400 mg,MESALAZINA MYLAN GENERICS,MESALAZINA MYLAN GENERICS,MYLAN SpA,MYLAN S.P.A.,60 UNITA' 400 MG - USO ORALE,"""400 MG COMPRESSE GASTRORESISTENTI"" 60 COMPRESSE",30009000,Box,10225000,Gastro-resistant tablet,15054000,tablet,tablet,60,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,400,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02L,02L,A07EC02,26925040,Mesalazina,Mesalazina,,MESALAZINA 400MG 60 UNITA' USO ORALE,PENTACOL 400*60 cpr gastrores 400 mg rilascio modificato,PENTACOL,PENTACOL,SOFAR SpA,SOFAR S.P.A.,60 UNITA' 400 MG - USO ORALE,"""400 MG COMPRESSE GASTRORESISTENTI A RILASCIO MODIFICATO"" 4 BLISTER DA 15 COMPRESSE",30009000,Box,10225000,Gastro-resistant tablet,15054000,tablet,tablet,60,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,400,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,02M,,A07EC02,37734011,Mesalazina,,,MESALAZINA 1.200MG 60 UNITA' USO ORALE RP,MESAVANCOL*60 cpr gastrores 1.200 mg rilascio prolungato,MESAVANCOL,MESAVANCOL,GIULIANI SpA,,,,30009000,Box,10225000,Gastro-resistant tablet,15054000,tablet,tablet,60,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,1200,mg,1,1,,,,,,,,,,,,,,,
1,Italy,,02N,,A07EC02,37734023,Mesalazina,,,MESALAZINA 1.200MG 120 UNITA' USO ORALE RP,MESAVANCOL*120 cpr gastrores 1.200 mg rilascio prolungato,MESAVANCOL,MESAVANCOL,GIULIANI SpA,,,,30009000,Box,10225000,Gastro-resistant tablet,15054000,tablet,tablet,120,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,1200,mg,1,1,,,,,,,,,,,,,,,
1,Italy,,02P,,A07EC02,27122112,Mesalazina,,,"MESALAZINA 1,5MG 20 UNITA' USO RETTALE","ASALEX*20 bust grat 1,5 g sosp rett",ASALEX,ASALEX,CHIESI FARMACEUTICI SpA,,,,30009000,Box,13015000,Granules for rectal suspension,15045000,Sachet,Sachet,20,{Sachet},,,,,,,20061000,Rectal Use,100000091953,Mesalazine,"1,5",mg,1,1,,,,,,,,,,,,,,,
1,Italy,,02P,,A07EC02,26925038,Mesalazina,,,"MESALAZINA 1,5MG 20 UNITA' USO RETTALE","PENTACOL*20 bust polv 1,5 g sosp rett",PENTACOL,PENTACOL,SOFAR SpA,,,,30009000,Box,13015000,,15045000,Sachet,Sachet,20,{Sachet},,,,,,,20061000,Rectal Use,100000091953,Mesalazine,"1,5",mg,1,1,,,,,,,,,,,,,,,
1,Italy,,02S,,A07EC02,26925228,Mesalazina,,,MESALAZINA 1.200MG 60 UNITA' USO ORALE RM,PENTACOL*60 cpr 1.200 mg rilascio modificato,PENTACOL,PENTACOL,SOFAR SpA,,,,30009000,Box,10227000,Modified-release tablet,15054000,tablet,tablet,60,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,1200,mg,1,1,,,,,,,,,,,,,,,
1,Italy,,02U,,A07EC02,26925230,Mesalazina,,,MESALAZINA 1.200MG 120 UNITA' USO ORALE RM,PENTACOL*120 cpr 1.200 mg rilascio modificato,PENTACOL,PENTACOL,SOFAR SpA,,,,30009000,Box,10227000,Modified-release tablet,15054000,tablet,tablet,120,{Tablet},,,,,,,20053000,Oral Use,100000091953,Mesalazine,1200,mg,1,1,,,,,,,,,,,,,,,
1,Italy,,03A,03A,A12AA04,27476023,Calcio carbonato,Calcio carbonato,,CALCIO CARBONATO 1.000MG 30 UNITA' USO ORALE,CACIT 1000*30 cpr eff 1.000 mg flacone,CACIT,CACIT,THERAMEX IRELAND LIMITED,THERAMEX IRELAND LIMITED,30 UNITA' 1.000 MG - USO ORALE,"""1.000 MG COMPRESSE EFFERVESCENTI"" 30 COMPRESSE",30009000,Box,10222000,Effervescent tablet,15054000,tablet,tablet,30,{Tablet},,,,,,,20053000,Oral Use,100000091518,CALCIUM CARBONATE,1000,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,03A,03A,A12AA04,33871017,Calcio carbonato,Calcio carbonato,,CALCIO CARBONATO 1.000MG 30 UNITA' USO ORALE,CALCIO CARBONATO*30 cpr eff 1.000 mg,CALCIO CARBONATO,CALCIO CARBONATO,EG SpA,EG S.P.A.,30 UNITA' 1.000 MG - USO ORALE,"""1 G COMPRESSE EFFERVESCENTI"" 30 COMPRESSE EFFERVESCENTI",30009000,Box,10222000,Effervescent tablet,15054000,tablet,tablet,30,{Tablet},,,,,,,20053000,Oral Use,100000091518,CALCIUM CARBONATE,1000,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,03A,03A,A12AA04,33373010,Calcio carbonato,Calcio carbonato,,CALCIO CARBONATO 1.000MG 30 UNITA' USO ORALE,CALCIODIE*30 cpr eff 1.000 mg,CALCIODIE,CALCIODIE,SPA (SOC.PRO.ANTIBIOTICI) SpA,SOCIETA' PRODOTTI ANTIBIOTICI S.P.A.,30 UNITA' 1.000 MG - USO ORALE,"""1.000 MG COMPRESSE EFFERVESCENTI"" 3 TUBI DA 10 COMPRESSE",30009000,Box,10222000,Effervescent tablet,15054000,tablet,tablet,30,{Tablet},,,,,,,20053000,Oral Use,100000091518,CALCIUM CARBONATE,1000,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,03A,03A,A12AA20,5259041,Calcio carbonato,Calcio carbonato,,CALCIO CARBONATO 1.000MG 30 UNITA' USO ORALE,CALCIUM SANDOZ*30 bust grat eff 1.000 mg,CALCIUM SANDOZ,CALCIUM SANDOZ,SANDOZ SpA,SANDOZ S.P.A.,30 UNITA' 1.000 MG - USO ORALE,"""1000 MG GRANULATO EFFERVESCENTE"" 30 BUSTE",30009000,Box,10205000,Effervescent granules,15045000,Sachet,Sachet,30,{Sachet},,,,,,,20053000,Oral Use,100000091518,CALCIUM CARBONATE,1000,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,03A,03A,A12AA04,33486010,Calcio carbonato,Calcio carbonato,,CALCIO CARBONATO 1.000MG 30 UNITA' USO ORALE,IDRACAL*30 cpr eff 1.000 mg,IDRACAL,IDRACAL,BRUNO FARMACEUTICI SpA,BRUNO FARMACEUTICI S.P.A.,30 UNITA' 1.000 MG - USO ORALE,"""1.000 MG COMPRESSE EFFERVESCENTI"" 3 TUBI DA 10 COMPRESSE",30009000,Box,10222000,Effervescent tablet,15054000,tablet,tablet,30,{Tablet},,,,,,,20053000,Oral Use,100000091518,CALCIUM CARBONATE,1000,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,XXX,03B,,A12AA04,29472014,Calcio carbonato,,,CALCIO CARBONATO 1.250MG 60 UNITA' USO ORALE,METOCAL*60 cpr mast 1.250 mg,,METOCAL,MEDA PHARMA SpA,,,,30009000,Box,10228000,Chewable tablet,15054000,tablet,tablet,60,{Tablet},,,,,,,20053000,Oral Use,100000091518,CALCIUM CARBONATE,1200,mg,1,1,,,,,,,,,,,,,,,
1,Italy,,04A,04A,B01AC05,29213016,Ticlopidina,Ticlopidina,,TICLOPIDINA 250MG 30 UNITA' USO ORALE,CLOX*30 cpr 250 mg,CLOX,CLOX,I.B.N. SAVIO Srl,ISTITUTO BIOCHIMICO NAZIONALE SAVIO S.R.L.,30 UNITA' 250 MG - USO ORALE,"""250 MG COMPRESSE"" 30 COMPRESSE""",30009000,Box,10219000,Tablet,15054000,tablet,tablet,30,{Tablet},,,,,,,20053000,Oral Use,100000092003,TICLOPIDINE,250,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,04A,04A,B01AC05,35089010,Ticlopidina,Ticlopidina,,TICLOPIDINA 250MG 30 UNITA' USO ORALE,TICLOPIDINA GIT*30 cpr riv 250 mg,TICLOPIDINA GIT,TICLOPIDINA GIT,S.F. GROUP Srl,S.F. GROUP S.R.L.,30 UNITA' 250 MG - USO ORALE,"""250 MG COMPRESSE RIVESTITE"" 30 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,30,{Tablet},,,,,,,20053000,Oral Use,100000092003,TICLOPIDINE,250,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,04A,04A,B01AC05,34110015,Ticlopidina,Ticlopidina,,TICLOPIDINA 250MG 30 UNITA' USO ORALE,TICLOPIDINA*30 cpr 250 mg,TICLOPIDINA DOC GENERICI,TICLOPIDINA DOC GENERICI,DOC GENERICI Srl,DOC GENERICI S.R.L.,30 UNITA' 250 MG - USO ORALE,"""250 MG COMPRESSE"" 30 COMPRESSE",30009000,Box,10219000,Tablet,15054000,tablet,tablet,30,{Tablet},,,,,,,20053000,Oral Use,100000092003,TICLOPIDINE,250,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,04A,04A,B01AC05,28965010,Ticlopidina,Ticlopidina,,TICLOPIDINA 250MG 30 UNITA' USO ORALE,TICLOPIDINA*30 cpr riv 250 mg,TICLOPIDINA ARISTO,TICLOPIDINA ARISTO,ARISTO PHARMA GMBH,ARISTO PHARMA GMBH,30 UNITA' 250 MG - USO ORALE,"""250 MG COMPRESSE"" 30 COMPRESSE",30009000,Box,10219000,Tablet,15054000,tablet,tablet,30,{Tablet},,,,,,,20053000,Oral Use,100000092003,TICLOPIDINE,250,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,04A,04A,B01AC05,29296011,Ticlopidina,Ticlopidina,,TICLOPIDINA 250MG 30 UNITA' USO ORALE,TICLOPIDINA*30 cpr riv 250 mg,TICLOPIDINA DOROM,TICLOPIDINA DOROM,TEVA ITALIA Srl,TEVA ITALIA S.R.L.,30 UNITA' 250 MG - USO ORALE,"""250 MG COMPRESSE"" 30 COMPRESSE",30009000,Box,10219000,Tablet,15054000,tablet,tablet,30,{Tablet},,,,,,,20053000,Oral Use,100000092003,TICLOPIDINE,250,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,04A,04A,B01AC05,33208012,Ticlopidina,Ticlopidina,,TICLOPIDINA 250MG 30 UNITA' USO ORALE,TICLOPIDINA*30 cpr riv 250 mg,TICLOPIDINA MYLAN GENERICS,TICLOPIDINA MYLAN GENERICS,MYLAN SpA,MYLAN S.P.A.,30 UNITA' 250 MG - USO ORALE,"""250 MG COMPRESSE RIVESTITE"" 30 COMPRESSE RIVESTITE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,30,{Tablet},,,,,,,20053000,Oral Use,100000092003,TICLOPIDINE,250,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,04A,04A,B01AC05,33295015,Ticlopidina,Ticlopidina,,TICLOPIDINA 250MG 30 UNITA' USO ORALE,TICLOPIDINA*30 cpr riv 250 mg,TICLOPIDINA PENSA,TICLOPIDINA PENSA,PENSA PHARMA SpA,PENSA PHARMA S.P.A.,30 UNITA' 250 MG - USO ORALE,"""250 MG COMPRESSE RIVESTITE"" 30 COMPRESSE RIVESTITE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,30,{Tablet},,,,,,,20053000,Oral Use,100000092003,TICLOPIDINE,250,mg,1,1,,,,,,,,,,,,,X,,
