code,term,definition,comment,status,domain,modification_date,creation_date
10409000,Toothpaste,"Semi-solid, usually multidose preparation consisting of a hydrophilic paste intended to be rubbed onto the teeth.",,Current,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
10410000,Periodontal gel,Semi-solid preparation consisting of a gel intended to be placed in the pouch between the tooth and the gingiva.,,Current,Human and Veterinary,2016-03-30 10:11:56,2006-03-14 00:00:00
10411000,Periodontal insert,Solid single-dose preparation consisting of a medicated insert to be placed within the tooth socket/periodontal membrane. The biodegradable insert is a sheet which slowly releases active substance(s).,,Current,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
10413000,Powder for dental cement,"Solid preparation consisting of one or more powders, including freeze-dried powders, intended for use in the preparation of a dental cement.",,Current,Human and Veterinary,2016-03-30 18:32:46,2013-01-29 09:29:36
10414000,Solution for dental cement,Liquid preparation consisting of a solution intended for use in the preparation of a dental cement.,,Current,Human and Veterinary,2016-03-30 06:22:49,2013-01-29 09:30:23
10501000,Bath additive,"Solid, semi-solid or liquid preparation to be added to the bath water.",,Current,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
10502000,Cream,"Semi-solid single-dose or multidose preparation of homogeneous appearance consisting of a lipophilic phase and an aqueous phase, one of which is finely dispersed in the other. Active substance(s) are dissolved or dispersed in the basis, which may be hydrophilic or hydrophobic. Creams are intended for cutaneous use. In certain cases, transdermal delivery may be obtained.",,Current,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
10503000,Gel,"Semi-solid single-dose or multidose preparation consisting of a single-phase basis of liquids gelled by a suitable gelling agent, intended for cutaneous use. Active substance(s) are dissolved or dispersed in the basis, which may be hydrophilic or hydrophobic.",,Current,Human and Veterinary,2016-03-30 09:51:30,2006-03-14 00:00:00
10504000,Ointment,"Semi-solid single-dose or multidose preparation consisting of a single-phase basis in which solids or liquids may be dispersed. Active substance(s) are dissolved or dispersed in the basis, which may be hydrophilic, hydrophobic or water-emulsifying. Ointments are intended for cutaneous use. In certain cases, transdermal delivery may be obtained.",,Current,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
10505000,Cutaneous paste,"Semi-solid single-dose or multidose preparation containing a large proportion of finely divided solids dispersed in the basis, intended for cutaneous use.",,Current,Human and Veterinary,2016-03-30 10:26:10,2006-03-14 00:00:00
10506000,Medicated plaster,"Flexible single-dose preparation intended to be applied to the skin to obtain, usually, a local effect. Medicated plasters consist of an adhesive basis containing the active substance and spread as a uniform layer on an appropriate support made of natural or synthetic material. The adhesive layer is covered by a suitable protective liner, which is removed before applying the plaster to the skin. Medicated plasters are presented in a range of sizes or as larger sheets to be cut before use.",,Current,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
10507000,Cutaneous foam,"Liquid, usually multidose preparation, usually presented in a pressurised container equipped with an applicator suitable for delivery of a foam consisting of large volumes of gas dispersed in a liquid containing active substance(s). Cutaneous foams are intended for cutaneous use.",,Current,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
10508000,Shampoo,"Liquid or, occasionally, semi-solid, usually multidose preparation intended for application to the scalp by rubbing and subsequent washing away with water. Upon rubbing with water, shampoos usually form foam. Shampoos are solutions, suspensions or emulsions containing surface-active agents.",,Current,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
10509000,"Cutaneous spray, solution","Liquid preparation, usually multidose, consisting of a solution in a pressurised container with a spray valve or in a container equipped with a spray pump, intended for cutaneous use.",,Current,Human and Veterinary,2016-03-30 05:03:07,2006-03-14 00:00:00
10510000,"Cutaneous spray, suspension","Liquid, usually multidose preparation consisting of a suspension in a pressurised container with a spray valve or in a container equipped with a spray pump, intended for cutaneous use.",,Current,Human and Veterinary,2016-03-30 08:29:29,2006-03-14 00:00:00
10511000,"Cutaneous spray, powder","Solid, usually multidose preparation presented in a pressurised container with a spray valve or in a container equipped with a spray pump. The spray is intended for cutaneous use.",,Current,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
10512000,Cutaneous liquid,"Liquid, usually multidose preparation consisting of a liquid active substance per se, intended for cutaneous use.",,Current,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
10513000,Cutaneous solution,"Liquid, usually multidose preparation consisting of a solution of the active substance in a suitable vehicle intended for cutaneous use.",,Current,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
10514000,Concentrate for cutaneous solution,Liquid preparation intended to be diluted in the specified liquid to obtain a cutaneous solution.,,Current,Human and Veterinary,2016-03-30 03:50:57,2006-03-14 00:00:00
10514500,Powder for cutaneous solution,"Solid preparation consisting of one or more powders, including freeze-dried powders, intended to be dissolved in the specified liquid to obtain a cutaneous solution.",,Current,Human and Veterinary,2016-03-30 18:30:58,2012-06-27 09:10:31
10515000,Cutaneous suspension,"Liquid, usually multidose preparation consisting of a suspension of fine particles in a suitable vehicle intended for cutaneous use.",,Current,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
10516000,Cutaneous emulsion,"Liquid, usually multidose preparation consisting of an emulsion intended for cutaneous use.",,Current,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
10517000,Cutaneous powder,"Solid, usually multidose preparation consisting of a powder intended for cutaneous use. Cutaneous spray, powder is excluded.",,Current,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
10517500,Cutaneous patch,Flexible single-dose preparation intended to be applied to the unbroken skin to obtain a local effect by penetration of the active substance(s) into the skin.,,Current,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
10518000,Solution for iontophoresis,Liquid preparation consisting of an aqueous solution intended for transdermal delivery by means of iontophoresis.,,Current,Human and Veterinary,2016-03-30 06:32:52,2006-03-14 00:00:00
10518500,Powder for solution for iontophoresis,"Solid preparation consisting of one or more powders, including freeze-dried powders, intended to be dissolved in the specified liquid to obtain a solution for iontophoresis.",,Current,Human and Veterinary,2016-03-30 18:53:11,2012-06-27 09:12:27
10519000,Transdermal patch,"Flexible single-dose preparation intended to be applied to the unbroken skin to obtain a systemic delivery over an extended period of time. Transdermal patches consist of a backing sheet supporting a reservoir or a matrix containing the active substance(s) and on the top a pressure-sensitive adhesive, which assures the adhesion of the preparation to the skin. The backing sheet is impermeable to the active substance(s) and normally impermeable to water. In reservoir systems the active substance may be dissolved or dispersed in a semi-solid basis or in a solid polymer matrix, which is separated from the skin by a rate-controlling membrane. The pressure-sensitive adhesive may, in this case, be applied to some or all parts of the membrane, or only around the border of the membrane and the backing sheet. Matrix systems contain the active substance in a solid or semi-solid matrix, the properties of which control the diffusion pattern to the skin. The matrix system may also be a solution or dispersion of the active substance in the pressure-sensitive adhesive. The releasing surface of the patch is covered by a protective liner to be removed before applying the patch to the skin.",,Current,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
